md;incl;azi
686.2388;8.1451;305.7125
686.7388;8.1065;305.3158
687.2388;8.1502;305.5724
687.7388;8.08;305.3671
688.2388;8.1323;305.538
688.7388;8.1341;305.4849
689.2388;8.1326;305.3641
689.7388;8.1308;305.3608
690.2388;8.1147;305.5037
690.7388;8.1405;305.4888
691.2388;8.1036;305.3477
691.7388;8.1205;305.5546
692.2388;8.1142;305.5269
692.7388;8.0962;305.5047
693.2388;8.1229;305.6529
693.7388;8.1236;305.6474
694.2388;8.1497;305.6258
694.7388;8.1064;305.6299
695.2388;8.1152;305.5891
695.7388;8.1305;305.7776
696.2388;8.1414;305.6456
696.7388;8.1109;305.6003
697.2388;8.1404;305.5781
697.7388;8.0998;305.5553
698.2388;8.1106;305.453
698.7388;8.1259;305.6457
699.2388;8.0962;305.6775
699.7388;8.1119;305.5635
700.2388;8.0945;305.6861
700.7388;8.1112;305.8074
701.2388;8.0966;305.593
701.7388;8.0839;305.8122
702.2388;8.1169;305.7653
702.7388;8.1208;305.7616
703.2388;8.1328;306.0055
703.7388;8.1138;305.9368
704.2388;8.1331;306.084
704.7388;8.1485;306.1241
705.2388;8.1601;306.1581
705.7388;8.1736;306.4748
706.2388;8.1898;306.4622
706.7388;8.199;306.4731
707.2388;8.2081;306.4608
707.7388;8.2021;306.654
708.2388;8.1872;306.5928
708.7388;8.1861;306.68
709.2388;8.1999;306.8745
709.7388;8.1605;306.6201
710.2388;8.1482;306.7808
710.7388;8.1609;306.71
711.2388;8.1591;306.7066
711.7388;8.1601;306.9686
712.2388;8.1617;306.9416
712.7388;8.165;306.8233
713.2388;8.1902;307.0682
713.7388;8.1704;307.1016
714.2388;8.1649;307.0007
714.7388;8.1565;307.0172
715.2388;8.1347;307.0199
715.7388;8.1321;307.1822
716.2388;8.1568;307.2838
716.7388;8.1345;307.2144
717.2388;8.1435;307.0495
717.7388;8.1432;307.3144
718.2388;8.1612;307.1698
718.7388;8.121;307.2237
719.2388;8.1397;307.1549
719.7388;8.1158;307.0588
720.2388;8.1012;307.1237
720.7388;8.1346;307.2478
721.2388;8.1128;307.2312
721.7388;8.0973;307.2233
722.2388;8.0842;307.2233
722.7388;8.0701;307.213
723.2388;8.0624;306.8853
723.7388;8.0791;307.2474
724.2388;8.0356;307.1794
724.7388;8.0608;307.3137
725.2388;8.0384;307.2485
725.7388;8.0504;307.4533
726.2388;8.0391;307.2358
726.7388;8.0196;307.2277
727.2388;8.0187;307.5283
727.7388;7.9749;307.1919
728.2388;7.9662;307.194
728.7388;7.9655;307.2409
729.2388;7.9624;307.193
729.7388;7.9759;306.9878
730.2388;7.9903;307.0577
730.7388;8.02;307.0116
731.2388;7.9748;307.4324
731.7388;7.965;307.235
732.2388;8.0333;307.3951
732.7388;7.9977;307.3734
733.2388;7.9768;307.4688
733.7388;8.0081;307.3046
734.2388;8.0351;307.4703
734.7388;8.0635;307.6935
735.2388;8.0315;307.636
735.7388;8.0195;307.531
736.2388;7.9803;307.4464
736.7388;7.9965;307.6945
737.2388;7.9914;307.7921
737.7388;8.0095;308.0068
738.2388;7.9537;308.0577
738.7388;7.9615;307.9619
739.2388;7.9504;307.7413
739.7388;7.9756;307.7652
740.2388;7.9966;307.4681
740.7388;8.0209;307.2794
741.2388;8.0227;307.3692
741.7388;8.0771;307.7124
742.2388;8.0507;307.2092
742.7388;8.0673;307.2759
743.2388;8.1377;306.9911
743.7388;8.1502;307.0926
744.2388;8.0932;306.8651
744.7388;8.0937;306.8604
745.2388;8.1192;306.8687
745.7388;8.1494;306.9078
746.2388;8.1559;306.9474
746.7388;8.196;306.7391
747.2388;8.1789;306.2267
747.7388;8.2264;306.2393
748.2388;8.2279;306.0917
748.7388;8.2753;305.9624
749.2388;8.3218;306.0332
749.7388;8.3197;305.8237
750.2388;8.3646;305.884
750.7388;8.413;305.9556
751.2388;8.4515;305.716
751.7388;8.4481;305.4982
752.2388;8.4938;305.6837
752.7388;8.4958;305.616
753.2388;8.5408;305.6526
753.7388;8.5446;305.532
754.2388;8.5556;305.5134
754.7388;8.6153;305.3955
755.2388;8.6037;305.0257
755.7388;8.6448;304.9624
756.2388;8.6822;304.7789
756.7388;8.7406;304.8803
757.2388;8.8227;304.6204
757.7388;8.825;304.8292
758.2388;8.8251;304.7559
758.7388;8.8286;304.6504
759.2388;8.8696;304.398
759.7388;8.9168;304.4078
760.2388;8.9193;304.5574
760.7388;8.9682;304.5424
761.2388;9.017;304.3886
761.7388;9.0168;304.1356
762.2388;9.062;304.1854
762.7388;9.063;303.959
763.2388;9.1105;304.1612
763.7388;9.1119;304.1325
764.2388;9.1606;304.0797
764.7388;9.1729;304.1964
765.2388;9.2204;304.4254
765.7388;9.2271;304.2701
766.2388;9.2372;304.3839
766.7388;9.2919;304.3195
767.2388;9.3084;304.4207
767.7388;9.2963;304.0573
768.2388;9.3088;303.7266
768.7388;9.3498;303.6379
769.2388;9.4312;303.2524
769.7388;9.4423;303.4067
770.2388;9.4257;303.0215
770.7388;9.4431;303.284
771.2388;9.4507;303.562
771.7388;9.4754;303.4263
772.2388;9.4672;303.0388
772.7388;9.5076;303.2569
773.2388;9.5056;303.0383
773.7388;9.5457;302.8956
774.2388;9.5506;303.0276
774.7388;9.6081;303.02
775.2388;9.6115;302.9738
775.7388;9.632;302.8648
776.2388;9.6728;302.8672
776.7388;9.7106;302.8142
777.2388;9.7025;302.7106
777.7388;9.7346;302.7682
778.2388;9.7781;302.7791
778.7388;9.8196;302.7194
779.2388;9.8183;302.6042
779.7388;9.8632;302.4239
780.2388;9.86;302.6229
780.7388;9.8606;302.2902
781.2388;9.9059;302.4401
781.7388;9.9073;302.0564
782.2388;9.9589;302.3106
782.7388;9.9628;302.2004
783.2388;10.01;302.2277
783.7388;10.0089;302.2099
784.2388;10.0523;302.1466
784.7388;10.0499;302.0452
785.2388;10.0927;302.1175
785.7388;10.1419;302.1102
786.2388;10.1414;302.0684
786.7388;10.1904;302.0174
787.2388;10.1964;301.6485
787.7388;10.2352;301.7751
788.2388;10.2026;301.5513
788.7388;10.2126;301.7313
789.2388;10.2511;301.7289
789.7388;10.2583;301.6357
790.2388;10.2586;301.4377
790.7388;10.292;301.6003
791.2388;10.3334;301.5748
791.7388;10.2919;301.3781
792.2388;10.3798;301.5039
792.7388;10.3843;301.5023
793.2388;10.4261;301.6368
793.7388;10.4419;301.2562
794.2388;10.5012;301.4714
794.7388;10.5215;301.3417
795.2388;10.5457;301.3305
795.7388;10.5462;301.2173
796.2388;10.5526;301.4128
796.7388;10.5804;301.6104
797.2388;10.5736;301.4046
797.7388;10.5667;301.3697
798.2388;10.5674;301.2607
798.7388;10.578;301.2346
799.2388;10.6153;301.1867
799.7388;10.5667;301.4055
800.2388;10.5658;301.3572
800.7388;10.5659;301.4373
801.2388;10.5756;301.4121
801.7388;10.6623;301.4428
802.2388;10.6604;301.2816
802.7388;10.6587;301.2767
803.2388;10.5761;301.1666
803.7388;10.6792;300.8659
804.2388;10.7586;300.9505
804.7388;10.6561;301.0135
805.2388;10.6555;300.7854
805.7388;10.6099;300.7137
806.2388;10.6566;300.7611
806.7388;10.6571;300.7162
807.2388;10.63;300.5318
807.7388;10.6246;300.4288
808.2388;10.6816;300.584
808.7388;10.6662;300.3432
809.2388;10.6811;300.4846
809.7388;10.6744;300.3849
810.2388;10.6946;300.5941
810.7388;10.7;300.6532
811.2388;10.7138;300.5903
811.7388;10.6957;300.5698
812.2388;10.6953;300.5691
812.7388;10.7135;300.5365
813.2388;10.6881;300.5953
813.7388;10.6833;300.5325
814.2388;10.7081;300.6065
814.7388;10.7037;300.3858
815.2388;10.7014;300.3159
815.7388;10.7285;300.4411
816.2388;10.745;300.5956
816.7388;10.7101;300.4442
817.2388;10.7272;300.4967
817.7388;10.7158;300.3894
818.2388;10.6926;300.3616
818.7388;10.7209;300.5305
819.2388;10.6755;300.4487
819.7388;10.6968;300.4152
820.2388;10.7481;300.4505
820.7388;10.725;300.1673
821.2388;10.7655;300.4123
821.7388;10.7425;300.4633
822.2388;10.7219;300.1655
822.7388;10.7612;300.1508
823.2388;10.7474;300.2861
823.7388;10.7478;300.3482
824.2388;10.7965;300.2698
824.7388;10.7704;300.11
825.2388;10.7614;300.1588
825.7388;10.8122;300.3156
826.2388;10.7875;300.194
826.7388;10.7971;300.3471
827.2388;10.8236;300.224
827.7388;10.8237;300.1893
828.2388;10.8128;300.2989
828.7388;10.8481;300.3884
829.2388;10.7995;300.2148
829.7388;10.8458;300.7548
830.2388;10.8675;300.1982
830.7388;10.8265;300.1989
831.2388;10.8481;300.1263
831.7388;10.8124;299.9291
832.2388;10.8466;300.0354
832.7388;10.8219;300.0584
833.2388;10.8385;299.965
833.7388;10.8719;300.1135
834.2388;10.8333;299.9798
834.7388;10.8806;300.0791
835.2388;10.8913;300.2135
835.7388;10.8831;300.1781
836.2388;10.8714;300.3121
836.7388;10.8808;300.2815
837.2388;10.8823;300.2865
837.7388;10.8814;300.2734
838.2388;10.8915;300.2928
838.7388;10.8808;300.1152
839.2388;10.8911;300.0472
839.7388;10.8297;300.274
840.2388;10.849;300.2538
840.7388;10.861;300.2244
841.2388;10.8533;300.2681
841.7388;10.8677;300.1125
842.2388;10.8962;300.2289
842.7388;10.8796;300.0833
843.2388;10.915;300.2338
843.7388;10.9317;300.1922
844.2388;10.9705;300.3776
844.7388;10.9709;300.3622
845.2388;10.9666;300.3702
845.7388;10.9683;300.3015
846.2388;10.9718;300.4199
846.7388;10.9746;300.3317
847.2388;10.97;300.3719
847.7388;10.9866;300.3559
848.2388;10.972;300.2773
848.7388;10.9383;300.2009
849.2388;10.9077;299.991
849.7388;10.9116;300.1136
850.2388;10.932;300.1656
850.7388;10.8813;300.0705
851.2388;10.9144;300.1581
851.7388;10.9351;300.0747
852.2388;10.9354;300.2881
852.7388;10.9365;300.1179
853.2388;10.9387;300.2092
853.7388;10.9427;299.2943
854.2388;10.8538;300.0322
854.7388;10.8768;299.9683
855.2388;10.8491;299.8979
855.7388;10.9019;299.9581
856.2388;10.8987;299.9136
856.7388;10.8861;299.8757
857.2388;10.9039;299.9178
857.7388;10.889;299.8749
858.2388;10.8672;300.1125
858.7388;10.889;300.3838
859.2388;10.8804;300.0788
859.7388;10.8752;300.1426
860.2388;10.8997;300.2446
860.7388;10.9185;300.4373
861.2388;10.9277;300.2365
861.7388;10.9339;300.2901
862.2388;10.8863;300.1464
862.7388;10.9272;300.3167
863.2388;10.92;300.3196
863.7388;10.9171;300.2126
864.2388;10.9097;300.1782
864.7388;10.9149;300.184
865.2388;10.9102;300.1735
865.7388;10.9014;300.1768
866.2388;10.8881;300.0626
866.7388;10.9135;300.355
867.2388;10.9479;300.5196
867.7388;10.925;300.463
868.2388;10.973;300.564
868.7388;10.9574;300.6095
869.2388;10.9699;300.5388
869.7388;10.9721;300.6993
870.2388;10.9769;300.7244
870.7388;10.9697;300.7033
871.2388;10.9724;300.7338
871.7388;10.9532;300.7893
872.2388;10.9555;300.7797
872.7388;10.9668;300.7806
873.2388;10.979;300.6691
873.7388;10.9641;300.5483
874.2388;10.97;300.6685
874.7388;10.983;300.6632
875.2388;11.0115;300.933
875.7388;11.0371;301.0294
876.2388;11.0437;301.2328
876.7388;11.078;301.2783
877.2388;11.0841;301.3946
877.7388;11.0849;301.3961
878.2388;11.1112;301.421
878.7388;11.1118;301.3793
879.2388;11.1147;301.4695
879.7388;11.1417;301.4955
880.2388;11.1535;301.4512
880.7388;11.1462;301.3999
881.2388;11.1722;301.5451
881.7388;11.1433;301.6093
882.2388;11.1743;301.7187
882.7388;11.1741;301.5677
883.2388;11.2028;301.7753
883.7388;11.2075;301.6958
884.2388;11.2267;301.8051
884.7388;11.2348;301.9082
885.2388;11.2387;302.0845
885.7388;11.2662;302.167
886.2388;11.2838;302.1129
886.7388;11.2687;302.0115
887.2388;11.2682;302.0711
887.7388;11.2717;302.2193
888.2388;11.2731;302.0041
888.7388;11.3044;302.1474
889.2388;11.3007;302.0836
889.7388;11.3584;302.2538
890.2388;11.3509;302.1894
890.7388;11.3369;302.2326
891.2388;11.3744;302.2727
891.7388;11.3726;302.4183
892.2388;11.344;302.3408
892.7388;11.3428;302.4838
893.2388;11.3738;302.5616
893.7388;11.3734;302.6391
894.2388;11.4058;302.7552
894.7388;11.38;302.7621
895.2388;11.4154;302.8175
895.7388;11.4418;302.7956
896.2388;11.4106;302.7446
896.7388;11.442;302.7785
897.2388;11.4363;302.6855
897.7388;11.4365;302.739
898.2388;11.4359;302.6575
898.7388;11.4387;302.8024
899.2388;11.438;302.7687
899.7388;11.4081;302.8557
900.2388;11.4382;302.9024
900.7388;11.4755;303.0027
901.2388;11.4453;302.969
901.7388;11.436;302.9913
902.2388;11.4449;302.9606
902.7388;11.4529;303.1556
903.2388;11.4549;303.2442
903.7388;11.4564;303.2472
904.2388;11.46;303.4239
904.7388;11.4455;303.2503
905.2388;11.4559;303.1981
905.7388;11.4359;303.2524
906.2388;11.441;303.2756
906.7388;11.4145;303.2203
907.2388;11.4017;303.1023
907.7388;11.4059;303.3134
908.2388;11.4079;303.4183
908.7388;11.4101;303.4116
909.2388;11.3764;303.3655
909.7388;11.3954;303.5242
910.2388;11.3883;303.6368
910.7388;11.3464;303.4161
911.2388;11.3531;303.4401
911.7388;11.3499;303.5215
912.2388;11.3558;303.648
912.7388;11.3357;303.8441
913.2388;11.3546;303.7786
913.7388;11.3789;303.9767
914.2388;11.3747;304.0183
914.7388;11.3456;303.929
915.2388;11.368;304.0639
915.7388;11.3303;304.2426
916.2388;11.3318;304.158
916.7388;11.3324;304.1004
917.2388;11.3295;304.2412
917.7388;11.3347;304.216
918.2388;11.3413;304.1925
918.7388;11.3073;303.9214
919.2388;11.3312;303.9615
919.7388;11.3056;303.8621
920.2388;11.3082;304.0763
920.7388;11.3032;304.0338
921.2388;11.3092;304.0863
921.7388;11.3308;304.2274
922.2388;11.309;304.444
922.7388;11.3072;304.3723
923.2388;11.3065;304.2497
923.7388;11.2959;304.2928
924.2388;11.2961;304.2932
924.7388;11.3051;304.3353
925.2388;11.2869;304.4271
925.7388;11.2946;304.535
926.2388;11.2314;304.5662
926.7388;11.3052;304.6957
927.2388;11.283;304.5316
927.7388;11.2688;304.4851
928.2388;11.2479;304.5949
928.7388;11.2685;304.6717
929.2388;11.2576;304.8664
929.7388;11.2643;304.9837
930.2388;11.2472;304.7334
930.7388;11.2585;304.8998
931.2388;11.2582;305.1229
931.7388;11.2349;304.9771
932.2388;11.2435;304.8426
932.7388;11.2504;304.8856
933.2388;11.2432;304.8469
933.7388;11.234;304.8926
934.2388;11.2246;304.8127
934.7388;11.2404;304.9085
935.2388;11.2546;304.8308
935.7388;11.2272;304.7551
936.2388;11.2011;304.8475
936.7388;11.2231;304.9922
937.2388;11.2305;305.0314
937.7388;11.2152;304.9642
938.2388;11.2121;305.01
938.7388;11.2131;305.012
939.2388;11.2116;305.104
939.7388;11.2148;305.2977
940.2388;11.2133;305.2029
940.7388;11.204;305.161
941.2388;11.1859;305.2355
941.7388;11.2201;305.3286
942.2388;11.226;305.3566
942.7388;11.1991;305.2714
943.2388;11.1927;305.1443
943.7388;11.2486;305.341
944.2388;11.1919;305.3194
944.7388;11.2196;305.5073
945.2388;11.2011;305.4515
945.7388;11.1906;305.4936
946.2388;11.1916;305.4071
946.7388;11.1875;305.4907
947.2388;11.2023;305.7507
947.7388;11.1847;305.5466
948.2388;11.193;305.498
948.7388;11.174;305.5909
949.2388;11.1926;305.7018
949.7388;11.1703;305.7362
950.2388;11.1642;305.7103
950.7388;11.1853;305.8532
951.2388;11.1864;305.8552
951.7388;11.1832;305.9119
952.2388;11.2091;305.9979
952.7388;11.2089;305.9975
953.2388;11.2093;305.9924
953.7388;11.1991;306.184
954.2388;11.1964;306.1451
954.7388;11.1961;306.1445
955.2388;11.222;306.2986
955.7388;11.1905;306.2894
956.2388;11.1891;306.1989
956.7388;11.1917;306.3867
957.2388;11.1938;306.2074
957.7388;11.2163;306.4875
958.2388;11.2194;306.3383
958.7388;11.2124;306.384
959.2388;11.1754;306.542
959.7388;11.2068;306.666
960.2388;11.213;306.6278
960.7388;11.1777;306.5752
961.2388;11.2039;306.7762
961.7388;11.1808;306.6775
962.2388;11.2129;306.7334
962.7388;11.1852;306.7508
963.2388;11.1803;306.8014
963.7388;11.2089;306.8922
964.2388;11.183;306.8748
964.7388;11.2069;306.9544
965.2388;11.1689;307.0073
965.7388;11.172;307.2906
966.2388;11.1542;307.071
966.7388;11.16;307.1945
967.2388;11.1636;307.2282
967.7388;11.1382;307.0839
968.2388;11.1354;307.2289
968.7388;11.1326;307.312
969.2388;11.1292;307.4693
969.7388;11.1578;307.4684
970.2388;11.1598;307.472
970.7388;11.1328;307.4099
971.2388;11.1516;307.4718
971.7388;11.1451;307.4933
972.2388;11.1389;307.5442
972.7388;11.1165;307.6667
973.2388;11.1487;307.7935
973.7388;11.1252;307.7335
974.2388;11.1482;307.8649
974.7388;11.1562;308.0677
975.2388;11.1324;307.9163
975.7388;11.1358;308.0937
976.2388;11.166;308.079
976.7388;11.1886;308.2409
977.2388;11.1429;308.1996
977.7388;11.1607;308.3199
978.2388;11.1515;308.4543
978.7388;11.1427;308.4862
979.2388;11.1612;308.5372
979.7388;11.1537;308.6372
980.2388;11.1623;308.6045
980.7388;11.1769;308.5825
981.2388;11.1816;308.7291
981.7388;11.179;308.8126
982.2388;11.1907;308.9644
982.7388;11.1806;308.9914
983.2388;11.2188;308.8346
983.7388;11.2154;308.9165
984.2388;11.1893;308.888
984.7388;11.2147;308.8206
985.2388;11.2195;309.1317
985.7388;11.1757;309.0203
986.2388;11.1886;309.0493
986.7388;11.2061;309.2404
987.2388;11.1866;309.2315
987.7388;11.1835;309.3534
988.2388;11.1474;309.2299
988.7388;11.1427;309.2866
989.2388;11.1664;309.2822
989.7388;11.1276;309.2162
990.2388;11.1491;309.4598
990.7388;11.1426;309.5511
991.2388;11.1148;309.6419
991.7388;11.0828;309.6452
992.2388;11.1251;309.4536
992.7388;11.0885;309.2607
993.2388;11.1285;309.4275
993.7388;11.0909;309.1921
994.2388;11.0596;309.1911
994.7388;11.0547;309.2411
995.2388;11.0407;309.2304
995.7388;11.0518;309.3274
996.2388;11.0263;309.5812
996.7388;11.018;309.4138
997.2388;11.0109;309.3838
997.7388;11.0102;309.4865
998.2388;11.036;309.4581
998.7388;11.0231;309.2974
999.2388;10.9873;309.2648
999.7388;10.9691;309.2934
1000.2388;10.9965;309.3739
1000.7388;10.9729;309.448
1001.2388;10.9857;309.2284
1001.7388;10.9526;309.231
1002.2388;10.9679;309.2108
1002.7388;10.9378;309.1254
1003.2388;10.9527;309.2623
1003.7388;10.9541;309.4325
1004.2388;10.9253;309.3195
1004.7388;10.9233;309.1783
1005.2388;10.93;309.316
1005.7388;10.9363;309.3106
1006.2388;10.9261;309.196
1006.7388;10.9129;309.3685
1007.2388;10.9491;309.3291
1007.7388;10.9059;309.2356
1008.2388;10.9029;309.2134
1008.7388;10.917;309.4636
1009.2388;10.9389;309.4134
1009.7388;10.9262;309.4755
1010.2388;10.939;309.5313
1010.7388;10.9537;309.372
1011.2388;10.9575;309.3428
1011.7388;10.9734;309.4415
1012.2388;10.9537;309.5299
1012.7388;10.9696;309.3797
1013.2388;10.9386;309.428
1013.7388;10.9293;309.4405
1014.2388;10.9403;309.287
1014.7388;10.9258;309.5189
1015.2388;10.909;309.4939
1015.7388;10.9085;309.493
1016.2388;10.9111;309.3828
1016.7388;10.9396;309.4116
1017.2388;10.9208;309.2986
1017.7388;10.9513;309.5986
1018.2388;10.9079;309.5795
1018.7388;10.8922;309.5537
1019.2388;10.9048;309.4919
1019.7388;10.8773;309.3766
1020.2388;10.8786;309.5378
1020.7388;10.8622;309.3877
1021.2388;10.8488;309.4177
1021.7388;10.815;309.4451
1022.2388;10.7891;309.5685
1022.7388;10.7912;309.4411
1023.2388;10.8047;309.4469
1023.7388;10.7955;309.3651
1024.2388;10.7594;309.432
1024.7388;10.7882;309.5571
1025.2388;10.7983;309.3278
1025.7388;10.7752;309.3109
1026.2388;10.8173;309.5009
1026.7388;10.7754;309.4861
1027.2388;10.7904;309.5942
1027.7388;10.7283;309.4894
1028.2388;10.7128;309.5081
1028.7388;10.733;309.7005
1029.2388;10.7244;309.6035
1029.7388;10.724;309.4386
1030.2388;10.7177;309.7383
1030.7388;10.7113;309.7929
1031.2388;10.6842;309.6258
1031.7388;10.6887;309.7488
1032.2388;10.7243;309.7699
1032.7388;10.709;309.6945
1033.2388;10.6992;309.9695
1033.7388;10.7182;309.801
1034.2388;10.742;309.8958
1034.7388;10.7447;309.8583
1035.2388;10.8141;310.0412
1035.7388;10.7319;309.7672
1036.2388;10.7457;309.8191
1036.7388;10.7464;309.7742
1037.2388;10.7249;309.9112
1037.7388;10.6951;309.7215
1038.2388;10.7199;309.8041
1038.7388;10.7118;309.6568
1039.2388;10.6883;309.7543
1039.7388;10.6788;310.0099
1040.2388;10.6534;309.847
1040.7388;10.6573;309.8367
1041.2388;10.6717;310.2275
1041.7388;10.642;309.8464
1042.2388;10.5929;310.0005
1042.7388;10.6111;310.1978
1043.2388;10.586;310.0483
1043.7388;10.602;310.1548
1044.2388;10.62;310.0927
1044.7388;10.6058;309.9061
1045.2388;10.6141;310.1099
1045.7388;10.6177;310.1548
1046.2388;10.5601;309.9299
1046.7388;10.5803;309.9998
1047.2388;10.5627;309.9025
1047.7388;10.5593;309.8066
1048.2388;10.5324;309.8068
1048.7388;10.5404;309.8625
1049.2388;10.5561;309.8103
1049.7388;10.5573;309.8801
1050.2388;10.5574;310.0205
1050.7388;10.5613;309.9483
1051.2388;10.5497;310.1684
1051.7388;10.5317;310.1743
1052.2388;10.509;310.1127
1052.7388;10.5712;310.4658
1053.2388;10.5298;310.1247
1053.7388;10.5177;310.156
1054.2388;10.5341;310.268
1054.7388;10.539;310.2743
1055.2388;10.5525;310.2266
1055.7388;10.5093;310.1275
1056.2388;10.5076;310.0713
1056.7388;10.5522;310.1547
1057.2388;10.5277;310.0955
1057.7388;10.5075;309.8109
1058.2388;10.5145;309.9856
1058.7388;10.5404;310.3509
1059.2388;10.5753;310.2547
1059.7388;10.6237;310.3393
1060.2388;10.5733;310.081
1060.7388;10.5518;309.9757
1061.2388;10.5518;309.9632
1061.7388;10.5703;309.8476
1062.2388;10.5757;310.065
1062.7388;10.5603;310.03
1063.2388;10.5469;309.9015
1063.7388;10.522;309.9639
1064.2388;10.541;310.1649
1064.7388;10.552;309.9328
1065.2388;10.5293;309.9073
1065.7388;10.5121;310.0377
1066.2388;10.5498;309.9351
1066.7388;10.5136;309.8531
1067.2388;10.523;309.9296
1067.7388;10.48;310.0628
1068.2388;10.4969;310.0017
1068.7388;10.4994;310.1634
1069.2388;10.4736;310.1159
1069.7388;10.4498;310.0576
1070.2388;10.47;309.7959
1070.7388;10.4262;309.9795
1071.2388;10.4264;309.81
1071.7388;10.4438;310.007
1072.2388;10.4636;310.2517
1072.7388;10.4637;310.1779
1073.2388;10.4592;310.1641
1073.7388;10.4439;310.2383
1074.2388;10.4219;310.359
1074.7388;10.4052;310.3344
1075.2388;10.4377;310.3221
1075.7388;10.3922;310.194
1076.2388;10.3853;310.0942
1076.7388;10.3806;310.0747
1077.2388;10.4023;310.192
1077.7388;10.4037;309.8674
1078.2388;10.4508;310.1844
1078.7388;10.468;310.1353
1079.2388;10.4383;310.21
1079.7388;10.4866;310.3356
1080.2388;10.4953;310.3228
1080.7388;10.489;310.2834
1081.2388;10.4733;310.5129
1081.7388;10.468;310.4337
1082.2388;10.4462;310.5013
1082.7388;10.4039;310.3558
1083.2388;10.4088;310.5317
1083.7388;10.404;310.5586
1084.2388;10.4062;310.3553
1084.7388;10.4458;310.5868
1085.2388;10.4879;310.6896
1085.7388;10.4688;310.4926
1086.2388;10.5308;310.6377
1086.7388;10.5242;310.4987
1087.2388;10.5557;310.4627
1087.7388;10.518;310.299
1088.2388;10.4454;310.4291
1088.7388;10.4682;310.7036
1089.2388;10.4442;310.8647
1089.7388;10.4538;310.9103
1090.2388;10.4136;310.6785
1090.7388;10.4152;310.8639
1091.2388;10.3895;310.9802
1091.7388;10.3919;310.8704
1092.2388;10.3816;310.597
1092.7388;10.4054;310.8945
1093.2388;10.4185;310.9284
1093.7388;10.4161;310.7358
1094.2388;10.4099;310.8286
1094.7388;10.397;310.9106
1095.2388;10.4523;310.8202
1095.7388;10.3732;310.8112
1096.2388;10.3829;311.0694
1096.7388;10.3517;310.8372
1097.2388;10.3636;310.955
1097.7388;10.3595;311.0297
1098.2388;10.472;311.1194
1098.7388;10.4708;310.7779
1099.2388;10.4143;310.9615
1099.7388;10.4639;310.5524
1100.2388;10.4641;311.0382
1100.7388;10.397;310.942
1101.2388;10.356;311.0386
1101.7388;10.4155;311.0618
1102.2388;10.3785;311.1668
1102.7388;10.3764;311.249
1103.2388;10.3914;311.104
1103.7388;10.3469;311.209
1104.2388;10.3475;311.3719
1104.7388;10.3375;311.1092
1105.2388;10.3619;311.3327
1105.7388;10.364;311.3362
1106.2388;10.2828;311.4608
1106.7388;10.3476;311.317
1107.2388;10.3226;311.2663
1107.7388;10.3049;311.3132
1108.2388;10.2679;311.4262
1108.7388;10.291;311.4525
1109.2388;10.2855;311.2903
1109.7388;10.2672;311.5121
1110.2388;10.2623;311.2431
1110.7388;10.2659;311.51
1111.2388;10.2378;311.3868
1111.7388;10.2223;311.2654
1112.2388;10.2373;311.4525
1112.7388;10.201;311.481
1113.2388;10.2005;311.3932
1113.7388;10.2213;311.438
1114.2388;10.1998;311.4789
1114.7388;10.1781;311.4512
1115.2388;10.1826;311.6183
1115.7388;10.1995;311.5654
1116.2388;10.1979;311.6495
1116.7388;10.1749;311.5326
1117.2388;10.1544;311.5724
1117.7388;10.1758;311.6212
1118.2388;10.1552;311.579
1118.7388;10.1333;311.5437
1119.2388;10.1336;311.5442
1119.7388;10.15;311.5767
1120.2388;10.1694;311.5931
1120.7388;10.1324;311.5421
1121.2388;10.1292;311.3496
1121.7388;10.1253;311.6693
1122.2388;10.1518;311.8398
1122.7388;10.1069;311.4774
1123.2388;10.0841;311.5215
1123.7388;10.1046;311.575
1124.2388;10.0888;311.5609
1124.7388;10.1063;311.4763
1125.2388;10.0843;311.6082
1125.7388;10.0849;311.5899
1126.2388;10.084;311.6417
1126.7388;10.0834;311.6968
1127.2388;10.0684;311.6873
1127.7388;10.0427;311.5215
1128.2388;10.0829;311.692
1128.7388;10.064;311.5534
1129.2388;10.0427;311.5215
1129.7388;10.0431;311.5167
1130.2388;10.0223;311.6337
1130.7388;10.0034;311.5097
1131.2388;10.041;311.5686
1131.7388;10.0197;311.6293
1132.2388;9.9813;311.4499
1132.7388;9.9837;311.6098
1133.2388;9.982;311.5321
1133.7388;9.9833;311.619
1134.2388;9.9873;311.6108
1134.7388;9.9881;311.54
1135.2388;9.9273;311.2975
1135.7388;9.9666;311.5243
1136.2388;9.9799;311.4619
1136.7388;9.9788;311.5476
1137.2388;9.9399;311.4543
1137.7388;9.9363;311.5422
1138.2388;9.9587;311.3988
1138.7388;9.9583;311.4878
1139.2388;9.9583;311.5479
1139.7388;9.9591;311.5152
1140.2388;9.9775;311.506
1140.7388;9.9371;311.4901
1141.2388;9.9494;311.644
1141.7388;9.9668;311.4672
1142.2388;9.9373;311.6797
1142.7388;9.9382;311.4698
1143.2388;9.9172;311.7119
1143.7388;9.9138;311.5374
1144.2388;9.9592;311.8077
1144.7388;9.9348;311.6458
1145.2388;9.8957;311.6836
1145.7388;9.9347;311.6456
1146.2388;9.9199;311.7354
1146.7388;9.9152;311.6953
1147.2388;9.9151;311.7632
1147.7388;9.8942;311.6588
1148.2388;9.9368;311.6456
1148.7388;9.8941;311.7447
