md;incl;azi
1598.6429;14.8975;312.3417
1599.1429;14.9196;312.0593
1599.6429;14.8847;312.0468
1600.1429;14.8718;312.1737
1600.6429;14.8545;312.145
1601.1429;14.8873;312.23
1601.6429;14.8627;312.0035
1602.1429;14.8344;311.8948
1602.6429;14.894;311.9825
1603.1429;14.9211;311.9123
1603.6429;14.9108;311.7929
1604.1429;14.9231;311.9425
1604.6429;14.9907;312.0004
1605.1429;15.0005;311.8036
1605.6429;14.9633;311.8032
1606.1429;14.977;311.7979
1606.6429;14.9936;311.7854
1607.1429;14.9686;311.8026
1607.6429;14.9653;311.6203
1608.1429;15.0033;311.9342
1608.6429;15.0017;311.985
1609.1429;15.0793;311.9995
1609.6429;15.0837;311.9821
1610.1429;15.0484;311.9455
1610.6429;15.0806;311.6466
1611.1429;15.0744;311.8515
1611.6429;15.0694;311.7431
1612.1429;15.0837;311.8078
1612.6429;15.0671;311.7165
1613.1429;15.1376;311.6684
1613.6429;15.1345;311.7274
1614.1429;15.1674;311.6649
1614.6429;15.1773;311.4899
1615.1429;15.1579;311.5966
1615.6429;15.2217;311.3792
1616.1429;15.2138;311.4003
1616.6429;15.1636;311.3698
1617.1429;15.133;311.3977
1617.6429;15.1696;311.5273
1618.1429;15.2094;311.4481
1618.6429;15.2367;311.3428
1619.1429;15.2657;311.3201
1619.6429;15.2136;311.2849
1620.1429;15.2328;311.2188
1620.6429;15.258;311.2573
1621.1429;15.2773;311.3243
1621.6429;15.3125;311.323
1622.1429;15.3212;311.3049
1622.6429;15.3584;311.3297
1623.1429;15.3648;311.2499
1623.6429;15.3898;311.2655
1624.1429;15.3967;311.2105
1624.6429;15.3947;311.0189
1625.1429;15.3392;311.0338
1625.6429;15.3711;311.0231
1626.1429;15.3889;310.9953
1626.6429;15.3621;310.9358
1627.1429;15.3879;310.9126
1627.6429;15.3441;310.7838
1628.1429;15.2764;310.8
1628.6429;15.2117;310.6331
1629.1429;15.2036;310.6346
1629.6429;15.1805;310.6461
1630.1429;15.1381;310.5564
1630.6429;15.144;310.5969
1631.1429;15.1007;310.5222
1631.6429;15.1351;310.5815
1632.1429;15.1541;310.6674
1632.6429;15.167;310.6046
1633.1429;15.1276;310.6333
1633.6429;15.0662;310.5419
1634.1429;15.011;310.4135
1634.6429;15.0289;310.3098
1635.1429;15.0216;310.2272
1635.6429;15.0017;310.3283
1636.1429;15.0569;310.2497
1636.6429;15.1362;310.272
1637.1429;15.1107;309.9865
1637.6429;15.0976;310.1968
1638.1429;15.0816;309.9635
1638.6429;15.0471;310.0349
1639.1429;15.0527;309.8408
1639.6429;14.9941;309.7672
1640.1429;15.0215;309.749
1640.6429;15.1458;309.6562
1641.1429;15.1251;309.6297
1641.6429;15.1202;309.5901
1642.1429;15.1469;309.5796
1642.6429;15.0661;309.6002
1643.1429;15.0293;309.6855
1643.6429;15.016;309.5699
1644.1429;15.0756;309.5726
1644.6429;15.102;309.3765
1645.1429;15.1373;309.424
1645.6429;15.0886;309.2433
1646.1429;15.1564;309.439
1646.6429;15.2091;309.3507
1647.1429;15.2012;309.3366
1647.6429;15.1921;309.2864
1648.1429;15.2063;309.2421
1648.6429;15.1901;309.2546
1649.1429;15.2468;309.358
1649.6429;15.2336;309.1286
1650.1429;15.2057;309.1442
1650.6429;15.2139;308.9684
1651.1429;15.2214;309.2686
1651.6429;15.2029;309.1908
1652.1429;15.178;309.1516
1652.6429;15.2327;309.2135
1653.1429;15.1963;309.305
1653.6429;15.2072;309.4075
1654.1429;15.1801;309.2949
1654.6429;15.1607;309.1161
1655.1429;15.1678;309.059
1655.6429;15.1306;309.2639
1656.1429;15.1052;309.105
1656.6429;15.1373;309.1427
1657.1429;15.1703;309.1146
1657.6429;15.1451;308.5997
1658.1429;15.1289;309.1707
1658.6429;15.1322;309.0335
1659.1429;15.1797;309.0799
1659.6429;15.1242;309.1503
1660.1429;15.0843;309.0007
1660.6429;15.1239;309.0651
1661.1429;15.1267;308.954
1661.6429;15.1395;308.8618
1662.1429;15.1324;308.7411
1662.6429;15.1056;308.5825
1663.1429;15.0966;308.5369
1663.6429;15.0627;308.3651
1664.1429;15.0669;308.4085
1664.6429;15.0962;308.3231
1665.1429;15.0785;308.2512
1665.6429;15.0641;308.3268
1666.1429;15.0722;308.2437
1666.6429;15.0524;308.2048
1667.1429;15.0546;307.9756
1667.6429;15.0054;307.8747
1668.1429;14.9959;307.8498
1668.6429;15.0227;307.7772
1669.1429;15.0973;307.7934
1669.6429;15.1589;307.6306
1670.1429;15.1402;307.6952
1670.6429;15.1467;307.5947
1671.1429;15.1468;307.459
1671.6429;15.1589;307.4581
1672.1429;15.1468;307.4391
1672.6429;15.1606;307.3555
1673.1429;15.1062;307.1493
1673.6429;15.1409;307.2224
1674.1429;15.202;307.0768
1674.6429;15.2204;306.8526
1675.1429;15.2302;306.865
1675.6429;15.2423;306.7689
1676.1429;15.183;306.6108
1676.6429;15.2153;306.3654
1677.1429;15.2117;306.6581
1677.6429;15.1995;306.5977
1678.1429;15.2214;306.6352
1678.6429;15.2479;306.8639
1679.1429;15.1581;306.3044
1679.6429;15.1854;306.2659
1680.1429;15.1538;306.1368
1680.6429;15.1166;306.0595
1681.1429;15.0989;306.1328
1681.6429;15.1624;305.8791
1682.1429;15.2145;305.8737
1682.6429;15.18;305.7678
1683.1429;15.1685;305.763
1683.6429;15.1828;305.8104
1684.1429;15.1704;305.7666
1684.6429;15.2185;305.727
1685.1429;15.1654;305.7247
1685.6429;15.1553;305.7939
1686.1429;15.1669;305.4357
1686.6429;15.1678;305.5801
1687.1429;15.1492;305.5452
1687.6429;15.1894;305.597
1688.1429;15.1501;305.6167
1688.6429;15.1252;305.7487
1689.1429;15.1597;305.6554
1689.6429;15.185;305.5413
1690.1429;15.182;305.5852
1690.6429;15.2305;305.4694
1691.1429;15.2578;305.2965
1691.6429;15.2828;305.3405
1692.1429;15.2959;305.3616
1692.6429;15.2879;305.262
1693.1429;15.2646;305.3029
1693.6429;15.3122;305.258
1694.1429;15.2985;305.094
1694.6429;15.1799;305.1278
1695.1429;15.2263;304.993
1695.6429;15.1868;304.9493
1696.1429;15.1877;305.1163
1696.6429;15.2045;304.9556
1697.1429;15.2078;304.9659
1697.6429;15.2228;304.9096
1698.1429;15.2536;304.8149
1698.6429;15.2236;304.6079
1699.1429;15.3194;304.5921
1699.6429;15.3188;304.3562
1700.1429;15.3618;304.2427
1700.6429;15.3297;304.3026
1701.1429;15.3301;304.3164
1701.6429;15.2901;304.3573
1702.1429;15.2828;304.4203
1702.6429;15.3003;304.4218
1703.1429;15.2302;304.6643
1703.6429;15.1939;304.6764
1704.1429;15.1718;304.6678
1704.6429;15.1596;304.7649
1705.1429;15.1239;304.7971
1705.6429;15.1276;304.8886
1706.1429;15.1073;304.8326
1706.6429;15.0551;304.8093
1707.1429;15.0421;304.8663
1707.6429;15.056;304.9476
1708.1429;15.028;304.8198
1708.6429;15.0171;304.6715
1709.1429;15.0583;304.7066
1709.6429;15.1054;304.5969
1710.1429;15.0801;304.4148
1710.6429;15.0333;304.394
1711.1429;15.025;304.4095
1711.6429;14.9857;304.3155
1712.1429;14.9468;304.4183
1712.6429;14.9657;304.4713
1713.1429;14.9354;304.4775
1713.6429;14.9213;304.4256
1714.1429;14.9397;304.308
1714.6429;14.9292;304.2632
1715.1429;14.9524;304.2348
1715.6429;14.9374;304.2585
1716.1429;14.8868;304.1601
1716.6429;14.8696;304.2373
1717.1429;14.9122;303.9632
1717.6429;14.8488;303.9461
1718.1429;14.8809;304.0189
1718.6429;14.9157;303.9891
1719.1429;14.9046;303.8144
1719.6429;14.8866;303.6582
1720.1429;14.9129;303.4939
1720.6429;14.8921;303.4724
1721.1429;14.8211;303.665
1721.6429;14.7874;303.6214
1722.1429;14.7888;303.6603
1722.6429;14.8171;303.7136
1723.1429;14.8195;303.4582
1723.6429;14.8346;303.4164
1724.1429;14.8433;303.3111
1724.6429;14.8446;303.3788
1725.1429;14.86;303.2845
1725.6429;14.8417;303.195
1726.1429;14.8358;303.2268
1726.6429;14.8027;303.0926
1727.1429;14.8673;302.7717
1727.6429;14.8904;302.6164
1728.1429;14.8976;302.5618
1728.6429;14.8255;302.3489
1729.1429;14.8264;302.3719
1729.6429;14.8111;302.512
1730.1429;14.7698;302.4615
1730.6429;14.7537;302.2874
1731.1429;14.7008;302.4184
1731.6429;14.7099;302.497
1732.1429;14.7139;302.5006
1732.6429;14.7085;302.4883
1733.1429;14.717;302.4032
1733.6429;14.6426;302.4014
1734.1429;14.6355;302.2705
1734.6429;14.6191;302.3157
1735.1429;14.6313;302.1269
1735.6429;14.6925;302.0995
1736.1429;14.6947;302.1039
1736.6429;14.6508;301.9803
1737.1429;14.6411;301.9539
1737.6429;14.667;301.8055
1738.1429;14.6438;301.6224
1738.6429;14.668;301.5777
1739.1429;14.681;301.5539
1739.6429;14.6614;301.6203
1740.1429;14.6809;301.4673
1740.6429;14.6669;301.4303
1741.1429;14.6371;301.4395
1741.6429;14.6462;301.4081
1742.1429;14.6273;301.4409
1742.6429;14.6328;301.5703
1743.1429;14.5739;301.4624
1743.6429;14.5728;301.3553
1744.1429;14.5941;301.5355
1744.6429;14.5842;301.3419
1745.1429;14.6153;301.3016
1745.6429;14.6178;301.1893
1746.1429;14.6451;301.3159
1746.6429;14.6567;301.2097
1747.1429;14.6694;301.2325
1747.6429;14.6221;301.0344
1748.1429;14.6224;300.992
1748.6429;14.6445;301.067
1749.1429;14.6451;301.0474
1749.6429;14.6621;301.1987
1750.1429;14.6564;301.1608
1750.6429;14.6747;301.1893
1751.1429;14.6839;300.8567
1751.6429;14.6818;300.9277
1752.1429;14.6405;300.782
1752.6429;14.6502;300.9443
1753.1429;14.6227;300.7906
1753.6429;14.6337;300.8145
1754.1429;14.6335;300.7271
1754.6429;14.6253;300.7611
1755.1429;14.6321;300.7788
1755.6429;14.6448;300.8981
1756.1429;14.6108;300.7127
1756.6429;14.6269;300.5718
1757.1429;14.5914;300.9182
1757.6429;14.5669;300.8776
1758.1429;14.5924;300.855
1758.6429;14.5584;300.7417
1759.1429;14.5488;300.9037
1759.6429;14.5375;300.7267
1760.1429;14.4931;300.8676
1760.6429;14.4905;300.9403
1761.1429;14.5268;300.7097
1761.6429;14.5267;300.5329
1762.1429;14.5414;300.3685
1762.6429;14.5477;300.5112
1763.1429;14.5532;300.504
1763.6429;14.5601;300.4195
1764.1429;14.5559;300.3738
1764.6429;14.5242;300.4208
1765.1429;14.5337;300.4594
1765.6429;14.4928;300.5309
1766.1429;14.5475;300.4017
1766.6429;14.5379;300.4785
1767.1429;14.548;300.502
1767.6429;14.5617;300.3644
1768.1429;14.5182;300.4129
1768.6429;14.518;300.2367
1769.1429;14.5068;300.3161
1769.6429;14.4854;300.3545
1770.1429;14.5241;300.3483
1770.6429;14.5323;300.2719
1771.1429;14.5564;300.1584
1771.6429;14.5231;300.1488
1772.1429;14.6131;300.0173
1772.6429;14.5796;300.1413
1773.1429;14.5609;299.9963
1773.6429;14.5441;300.0203
1774.1429;14.5256;299.903
1774.6429;14.587;300.0403
1775.1429;14.6109;300.0037
1775.6429;14.5839;299.9293
1776.1429;14.6253;299.8723
1776.6429;14.5568;299.7127
1777.1429;14.5717;299.8232
1777.6429;14.5471;299.6602
1778.1429;14.5677;299.5479
1778.6429;14.5439;299.5763
1779.1429;14.5227;299.7188
1779.6429;14.5265;299.627
1780.1429;14.4937;299.6785
1780.6429;14.5193;299.7183
1781.1429;14.5133;299.6981
1781.6429;14.5406;299.7472
1782.1429;14.5282;299.4099
1782.6429;14.5402;299.564
1783.1429;14.553;299.3428
1783.6429;14.5351;299.396
1784.1429;14.522;299.3491
1784.6429;14.5541;299.2354
1785.1429;14.5209;299.1694
1785.6429;14.5343;299.032
1786.1429;14.5229;299.0827
1786.6429;14.54;299.2257
1787.1429;14.5023;299.0948
1787.6429;14.5872;299.0615
1788.1429;14.5253;299.0149
1788.6429;14.5414;298.948
1789.1429;14.5372;298.9209
1789.6429;14.4825;298.8893
1790.1429;14.469;298.8193
1790.6429;14.4345;298.8443
1791.1429;14.4518;298.8589
1791.6429;14.4268;298.8196
1792.1429;14.4505;298.8229
1792.6429;14.4878;298.6451
1793.1429;14.4509;298.5966
1793.6429;14.4644;298.761
1794.1429;14.4333;298.5534
1794.6429;14.4654;298.661
1795.1429;14.4634;298.5564
1795.6429;14.4347;298.5027
1796.1429;14.4213;298.5063
1796.6429;14.4522;298.5601
1797.1429;14.4487;298.4983
1797.6429;14.4553;298.3242
1798.1429;14.4514;298.5028
1798.6429;14.4254;298.3466
1799.1429;14.4201;298.257
1799.6429;14.3838;298.1716
1800.1429;14.375;298.2172
1800.6429;14.4247;298.2811
1801.1429;14.3936;298.6112
1801.6429;14.4081;298.0873
1802.1429;14.4401;298.2011
1802.6429;14.4413;298.1259
1803.1429;14.4086;298.11
1803.6429;14.4114;298.1572
1804.1429;14.4206;297.9921
1804.6429;14.4652;297.9885
1805.1429;14.4034;297.9908
1805.6429;14.3724;298.0272
1806.1429;14.3795;297.9584
1806.6429;14.3942;297.9366
1807.1429;14.4083;298.0234
1807.6429;14.4107;297.8719
1808.1429;14.427;297.9171
1808.6429;14.4087;297.9253
1809.1429;14.3903;297.8954
1809.6429;14.3775;297.9062
1810.1429;14.3032;297.761
1810.6429;14.3446;297.9056
1811.1429;14.3242;297.8995
1811.6429;14.2809;297.7226
1812.1429;14.3149;297.7889
1812.6429;14.3056;297.7637
1813.1429;14.3057;297.6647
1813.6429;14.3041;297.7454
1814.1429;14.2585;297.8515
1814.6429;14.2633;297.9325
1815.1429;14.2671;297.8516
1815.6429;14.2535;297.7087
1816.1429;14.2532;297.8556
1816.6429;14.2997;297.5493
1817.1429;14.3413;297.639
1817.6429;14.3518;297.6005
1818.1429;14.3291;297.4827
1818.6429;14.3253;297.5608
1819.1429;14.3569;297.6021
1819.6429;14.3688;297.5536
1820.1429;14.3731;297.3971
1820.6429;14.3708;297.4876
1821.1429;14.3866;297.5688
1821.6429;14.3575;297.3389
1822.1429;14.4022;297.5103
1822.6429;14.3478;297.4306
1823.1429;14.3469;297.3161
1823.6429;14.3166;297.3254
1824.1429;14.3275;297.4094
1824.6429;14.3781;297.3453
1825.1429;14.3403;297.2691
1825.6429;14.3738;297.2183
1826.1429;14.3406;297.1048
1826.6429;14.3667;297.1111
1827.1429;14.3875;296.9359
1827.6429;14.4135;296.9342
1828.1429;14.421;297.042
1828.6429;14.4261;297.019
1829.1429;14.3861;297.0272
1829.6429;14.4086;296.8922
1830.1429;14.4197;296.9692
1830.6429;14.4406;296.8557
1831.1429;14.3618;296.9547
1831.6429;14.3595;296.9325
1832.1429;14.344;296.8601
1832.6429;14.3777;296.751
1833.1429;14.3409;296.8657
1833.6429;14.3287;296.8819
1834.1429;14.3311;296.8715
1834.6429;14.3858;296.8586
1835.1429;14.3409;296.6237
1835.6429;14.3733;296.6949
1836.1429;14.2611;296.56
1836.6429;14.2904;296.6225
1837.1429;14.3172;296.2745
1837.6429;14.3258;296.5868
1838.1429;14.361;296.399
1838.6429;14.3687;296.4529
1839.1429;14.3795;296.4354
1839.6429;14.3503;296.3954
1840.1429;14.3568;296.422
1840.6429;14.3289;296.5666
1841.1429;14.3431;296.6389
1841.6429;14.3797;296.4819
1842.1429;14.3793;296.5017
1842.6429;14.3754;296.3055
1843.1429;14.4164;296.3744
1843.6429;14.3903;296.248
1844.1429;14.3927;296.3571
1844.6429;14.3205;296.2882
1845.1429;14.3497;296.3618
1845.6429;14.3115;296.2808
1846.1429;14.3447;296.2357
1846.6429;14.3911;296.1693
1847.1429;14.4228;296.145
1847.6429;14.4104;296.093
1848.1429;14.3883;296.1261
1848.6429;14.3982;296.1121
1849.1429;14.3604;296.089
1849.6429;14.381;295.9551
1850.1429;14.4453;295.9
1850.6429;14.4115;295.8365
1851.1429;14.4275;295.8745
1851.6429;14.4323;295.6951
1852.1429;14.428;295.5706
1852.6429;14.4434;295.6544
1853.1429;14.4494;295.5848
1853.6429;14.3969;295.425
1854.1429;14.4044;295.5982
1854.6429;14.3802;295.4044
1855.1429;14.3906;295.532
1855.6429;14.3901;295.4407
1856.1429;14.3841;295.3389
1856.6429;14.3754;295.4872
1857.1429;14.3564;295.4368
1857.6429;14.34;295.3592
1858.1429;14.3386;295.6027
1858.6429;14.3064;295.6926
1859.1429;14.2735;295.5287
1859.6429;14.305;295.6373
1860.1429;14.247;295.5468
1860.6429;14.2976;295.5617
1861.1429;14.267;295.5303
1861.6429;14.2601;295.2971
1862.1429;14.2633;295.3902
1862.6429;14.2719;295.2796
1863.1429;14.2878;295.2262
1863.6429;14.2928;295.0918
1864.1429;14.2474;295.1078
1864.6429;14.2784;295.1522
1865.1429;14.3065;294.9887
1865.6429;14.2818;294.9846
1866.1429;14.2545;294.913
1866.6429;14.2657;294.9546
1867.1429;14.2392;294.9819
1867.6429;14.2404;294.9108
1868.1429;14.2279;294.8967
1868.6429;14.1891;294.7622
1869.1429;14.2162;294.7388
1869.6429;14.2407;294.617
1870.1429;14.2234;294.5661
1870.6429;14.2576;294.4738
1871.1429;14.2307;294.4086
1871.6429;14.2477;294.3816
1872.1429;14.2702;294.3721
1872.6429;14.2745;294.4081
1873.1429;14.2545;294.33
1873.6429;14.2335;294.3346
1874.1429;14.2122;294.4242
1874.6429;14.2369;294.4297
1875.1429;14.2537;294.5244
1875.6429;14.2425;294.3152
1876.1429;14.2477;294.3808
1876.6429;14.2706;294.476
1877.1429;14.2415;294.6025
1877.6429;14.224;294.4957
1878.1429;14.2727;294.4527
1878.6429;14.2373;294.4514
1879.1429;14.2776;294.3363
1879.6429;14.2409;294.1144
1880.1429;14.3595;294.3806
1880.6429;14.3561;294.167
1881.1429;14.3749;294.1545
1881.6429;14.3692;294.0771
1882.1429;14.3417;294.1266
1882.6429;14.3395;294.315
1883.1429;14.3477;294.3178
1883.6429;14.4066;294.1877
1884.1429;14.4357;293.8528
1884.6429;14.4306;293.8799
1885.1429;14.4351;293.6821
1885.6429;14.3981;293.6157
1886.1429;14.3457;293.6176
1886.6429;14.1957;294.237
1887.1429;14.0565;294.318
1887.6429;14.1686;294.5217
1888.1429;14.1917;294.8153
1888.6429;14.23;294.9445
1889.1429;14.2457;295.2185
1889.6429;14.1338;295.72
1890.1429;14.07;295.8507
1890.6429;14.0279;296.361
1891.1429;13.9434;296.9865
1891.6429;13.9417;297.1471
1892.1429;13.8714;297.0916
1892.6429;13.8534;297.4197
1893.1429;13.901;297.1272
1893.6429;13.9992;297.1866
1894.1429;14.0082;297.224
1894.6429;13.8758;297.1289
1895.1429;13.9213;297.5964
1895.6429;13.7795;297.5627
1896.1429;13.7749;297.3759
1896.6429;13.7819;297.5249
1897.1429;13.7522;297.3904
1897.6429;13.7908;297.5521
1898.1429;13.7745;297.4574
1898.6429;13.7998;297.5426
1899.1429;13.7953;297.4862
1899.6429;13.8379;297.6597
1900.1429;13.8598;297.6993
1900.6429;13.8575;297.6331
1901.1429;13.8127;297.615
1901.6429;13.762;297.888
1902.1429;13.7588;297.813
1902.6429;13.7448;297.8805
1903.1429;13.7802;297.7805
1903.6429;13.8244;297.3171
1904.1429;13.7743;297.5875
1904.6429;13.7717;297.6534
1905.1429;13.7724;297.4697
1905.6429;13.7338;297.527
1906.1429;13.7382;297.5547
1906.6429;13.7493;297.6174
1907.1429;13.7421;297.5943
1907.6429;13.7387;297.6723
1908.1429;13.6873;297.4867
1908.6429;13.6777;297.6304
1909.1429;13.6712;297.6117
1909.6429;13.6255;297.6071
1910.1429;13.6389;297.4745
1910.6429;13.6374;297.3837
1911.1429;13.7004;297.2214
1911.6429;13.7007;297.1955
1912.1429;13.7027;297.3443
1912.6429;13.6801;297.3505
1913.1429;13.6397;297.3776
1913.6429;13.6431;297.4371
1914.1429;13.6541;297.476
1914.6429;13.6484;297.2247
1915.1429;13.7093;297.3977
1915.6429;13.6983;297.405
1916.1429;13.6923;297.3283
1916.6429;13.6493;297.45
1917.1429;13.6497;297.4706
1917.6429;13.629;297.6296
1918.1429;13.6059;297.7137
1918.6429;13.5699;297.7911
1919.1429;13.5428;297.7185
1919.6429;13.5399;297.9033
1920.1429;13.5414;297.7617
1920.6429;13.579;297.6899
1921.1429;13.5382;297.6708
1921.6429;13.5405;297.6667
1922.1429;13.5493;297.5333
1922.6429;13.5453;297.5913
1923.1429;13.5356;297.5693
1923.6429;13.5322;297.5367
1924.1429;13.5315;297.4223
1924.6429;13.5321;297.2653
1925.1429;13.5305;297.4622
1925.6429;13.5447;297.0125
1926.1429;13.5342;296.9911
1926.6429;13.5381;296.999
1927.1429;13.551;296.8999
1927.6429;13.5424;296.6597
1928.1429;13.5622;296.5927
1928.6429;13.5451;296.5288
1929.1429;13.5653;296.3491
1929.6429;13.5571;296.1837
1930.1429;13.5725;296.0763
1930.6429;13.6292;295.9361
1931.1429;13.6612;295.8999
1931.6429;13.6909;295.8549
1932.1429;13.6487;295.5859
1932.6429;13.7019;295.5992
1933.1429;13.681;295.5502
1933.6429;13.7435;295.5199
1934.1429;13.7665;295.3963
1934.6429;13.7646;295.3925
1935.1429;13.7837;295.4461
1935.6429;13.765;295.3392
1936.1429;13.7541;295.2802
1936.6429;13.7511;295.2729
1937.1429;13.7893;295.1128
1937.6429;13.7662;295.0929
1938.1429;13.7566;295.0133
1938.6429;13.7608;294.8014
1939.1429;13.7946;295.0289
1939.6429;13.7993;294.7614
1940.1429;13.7745;294.9939
1940.6429;13.7605;294.8289
1941.1429;13.7807;294.8233
1941.6429;13.7573;294.8359
1942.1429;13.7431;294.7876
1942.6429;13.7637;294.6729
1943.1429;13.749;294.533
1943.6429;13.7835;294.683
1944.1429;13.7591;294.7494
1944.6429;13.7538;294.6433
1945.1429;13.7251;294.8065
1945.6429;13.7058;294.9266
1946.1429;13.6931;295.1216
1946.6429;13.6301;295.0134
1947.1429;13.6255;295.0116
1947.6429;13.6324;295.0478
1948.1429;13.6341;294.931
1948.6429;13.6379;294.8821
1949.1429;13.6218;294.73
1949.6429;13.6349;294.734
1950.1429;13.6324;294.6227
1950.6429;13.6306;294.5873
1951.1429;13.5969;294.4062
1951.6429;13.6063;294.295
1952.1429;13.6078;294.1851
1952.6429;13.5674;293.9762
1953.1429;13.6187;293.9039
1953.6429;13.6416;293.7738
1954.1429;13.6274;293.7462
1954.6429;13.5912;293.5984
1955.1429;13.4974;293.4556
1955.6429;13.4979;293.6277
1956.1429;13.4299;293.447
1956.6429;13.4293;293.5221
1957.1429;13.4005;293.2845
1957.6429;13.3517;293.1744
1958.1429;13.3685;292.9677
1958.6429;13.3544;292.8546
1959.1429;13.3452;292.6415
1959.6429;13.3477;292.392
1960.1429;13.3514;292.2894
1960.6429;13.3241;292.1424
1961.1429;13.3078;292.035
1961.6429;13.2882;292.0574
1962.1429;13.2553;291.8421
1962.6429;13.261;291.6642
1963.1429;13.2666;291.3838
1963.6429;13.2204;291.1622
1964.1429;13.1524;291.0462
1964.6429;13.1363;291.1531
1965.1429;13.1028;290.8543
1965.6429;13.0967;290.7714
1966.1429;13.0794;290.5818
1966.6429;13.0351;290.5117
1967.1429;13.003;290.3048
1967.6429;13.0491;290.2312
1968.1429;13.0055;290.0517
1968.6429;13.022;289.9229
1969.1429;13.0035;289.8101
1969.6429;12.9537;289.6413
1970.1429;12.9394;289.4592
1970.6429;12.9371;289.5105
1971.1429;12.8824;289.208
1971.6429;12.8941;289.0881
1972.1429;12.9133;288.7962
1972.6429;12.9101;288.6183
1973.1429;12.8609;288.5354
1973.6429;12.8102;288.3035
1974.1429;12.7769;288.1488
1974.6429;12.7368;288.0989
1975.1429;12.6994;287.9472
1975.6429;12.7314;287.7331
1976.1429;12.7278;287.6066
1976.6429;12.7259;287.4421
1977.1429;12.7257;287.412
1977.6429;12.6758;287.2175
1978.1429;12.6684;287.1515
1978.6429;12.6223;286.939
1979.1429;12.6304;286.9239
1979.6429;12.5938;286.824
1980.1429;12.5915;286.7792
1980.6429;12.5997;286.527
1981.1429;12.6444;286.4301
1981.6429;12.6246;286.2295
1982.1429;12.592;286.1452
1982.6429;12.5865;286.2162
1983.1429;12.5336;286.2267
1983.6429;12.5325;286.2216
1984.1429;12.5808;286.2402
1984.6429;12.579;286.3469
1985.1429;12.5731;286.1046
1985.6429;12.5369;286.1018
1986.1429;12.535;286.1585
1986.6429;12.5228;286.0025
1987.1429;12.5445;286.1322
1987.6429;12.4999;285.9374
1988.1429;12.5114;285.84
1988.6429;12.4669;285.8144
1989.1429;12.4745;285.6275
1989.6429;12.5138;285.5316
1990.1429;12.5133;285.2846
1990.6429;12.4586;285.2819
1991.1429;12.4547;285.1421
1991.6429;12.4531;285.0365
1992.1429;12.4464;284.8675
1992.6429;12.4865;284.6608
1993.1429;12.4891;284.6806
1993.6429;12.4791;284.4133
1994.1429;12.4782;284.7483
1994.6429;12.4825;284.6102
1995.1429;12.4859;284.6373
1995.6429;12.5052;284.6821
1996.1429;12.4707;284.7639
1996.6429;12.4517;284.5961
1997.1429;12.4855;284.7141
1997.6429;12.4705;284.5725
1998.1429;12.4636;284.78
1998.6429;12.4429;284.8264
1999.1429;12.3989;284.7617
1999.6429;12.402;284.8624
2000.1429;12.4204;284.7735
2000.6429;12.3807;284.8222
2001.1429;12.4028;284.9016
2001.6429;12.3972;284.8743
2002.1429;12.3592;284.7419
2002.6429;12.3698;284.7821
2003.1429;12.3625;284.6635
2003.6429;12.3679;284.6821
2004.1429;12.3759;284.7956
2004.6429;12.3713;284.6996
2005.1429;12.3735;284.6189
2005.6429;12.3651;284.7549
2006.1429;12.3711;284.6649
2006.6429;12.3374;284.6584
2007.1429;12.357;284.7545
2007.6429;12.3421;284.6392
2008.1429;12.3193;284.6025
2008.6429;12.3193;284.675
2009.1429;12.2962;284.5762
2009.6429;12.3019;284.5344
2010.1429;12.2989;284.4975
2010.6429;12.2936;284.3843
2011.1429;12.2955;284.3218
2011.6429;12.2826;284.4163
2012.1429;12.2741;284.3311
2012.6429;12.2677;284.3327
2013.1429;12.259;284.2422
2013.6429;12.2596;284.019
2014.1429;12.2646;284.0515
2014.6429;12.2557;283.7594
2015.1429;12.2545;283.6829
2015.6429;12.2532;283.586
2016.1429;12.2473;283.4948
2016.6429;12.2407;283.3552
2017.1429;12.2359;283.3653
2017.6429;12.248;283.04
2018.1429;12.2454;283.2711
2018.6429;12.2135;283.0065
2019.1429;12.2317;282.9971
2019.6429;12.2247;282.8976
2020.1429;12.2076;282.8005
2020.6429;12.2201;282.8322
2021.1429;12.208;282.746
2021.6429;12.2085;282.6906
2022.1429;12.1946;282.5769
2022.6429;12.1884;282.4986
2023.1429;12.141;282.5627
2023.6429;12.1122;282.4449
2024.1429;12.1524;282.301
2024.6429;12.1819;282.1551
2025.1429;12.2008;282.0213
2025.6429;12.1979;282.0329
2026.1429;12.2321;282.1378
2026.6429;12.2268;282.0398
2027.1429;12.1985;281.9134
2027.6429;12.212;282.2006
2028.1429;12.201;281.9974
2028.6429;12.1962;281.9662
2029.1429;12.2012;282.0088
2029.6429;12.2987;281.5692
2030.1429;12.3142;281.412
2030.6429;12.3728;281.2853
2031.1429;12.3275;281.3891
2031.6429;12.3128;281.3036
2032.1429;12.2956;281.4335
2032.6429;12.2961;281.42
2033.1429;12.2966;281.3364
2033.6429;12.3449;281.1248
2034.1429;12.3424;280.9761
2034.6429;12.3592;281.0942
2035.1429;12.3624;281.0193
2035.6429;12.3738;280.8631
2036.1429;12.3911;280.9073
2036.6429;12.359;280.746
2037.1429;12.3125;280.9951
2037.6429;12.3077;280.8905
2038.1429;12.3204;280.9499
2038.6429;12.3549;280.6129
2039.1429;12.3828;280.6219
2039.6429;12.3833;280.4569
2040.1429;12.3693;280.6733
2040.6429;12.3267;280.5701
